ID,Term,Topic #1,Topic #2,Topic #3,Topic #4,Synonym #1,Synonym #2,Synonym #3,Synonym #4,Synonym #5,Synonym #6,Synonym #7,Synonym #8,Synonym #9,Synonym #10,Synonym #11,Synonym #12,Definition #1,Definition #2,Definition #3,Definition #4
6040,connectivity conservation,Biological diversity,Land and Agriculture,,,corridor,ecological network,habitat network,landscape connectivity,wildlife corridor,connectedness,,,,,,,"A physical linkage, connecting two areas of habitat and differing from the habitat on either side. Corridors are used by organisms to move around without having to leave the preferred habitat. (Source: GEMET/DUNSTE)","Connectivity conservation projects create linkages and corridors between protected areas and other patches of habitat, increasing the mobility and range of many species and allowing them to move from one patch of protected vegetation to another. (edited from various sources)",,
6339,conservation status,Biological diversity,,,,,,,,,,,,,,,,"""Conservation status [of a migratory species]"" means the sum of the influences acting on the [migratory] species that may affect its long-term distribution and abundance;
c) ""Conservation status"" will be taken as ""favourable"" when: 
(1) population dynamics data indicate that the [migratory] species is maintaining itself on a long-term basis as a viable component of its ecosystems;
(2) the range of the [migratory] species is neither currently being reduced, nor is likely to be reduced, on a long-term basis;
(3) there is, and will be in the foreseeable future sufficient habitat to maintain the population of the [migratory] species on a long-term basis; and
(4) the distribution and abundance of the [migratory] species approach historic coverage and levels to the extent that potentially suitable ecosystems exist and to the extent consistent with wise wildlife management;
d) ""Conservation status"" will be taken as ""unfavourable"" if any of the conditions set out in sub-paragraph (c) of this paragraph is not met (Source: CMS, Art 1b-d)",,,
6241,ex-situ conservation,Biological diversity,,,,off-site conservation,,,,,,,,,,,,The conservation of components of biological diversity outside their natural habitats. (Source: EEA/ CBD),,,
6217,captive breeding,Biological diversity,,,,bred in captivity,zoo,,,,,,,,,,,Breeding of wild fauna for the purpose of replenishment and/or breeding of domesticated animals for genetic improvement (Source: Faolex/edited IUCN),,,
6102,in-situ conservation,Biological diversity,,,,on-site conservation,,,,,,,,,,,,"'In-situ conservation' means the conservation of ecosystems and natural habitats and the maintenance and recovery of viable populations of species in their natural surroundings and, in the case of domesticated or cultivated species, in the surroundings where they have developed their distinctive properties. (Source: CBD, Art. 2)",Conservation occuring in the natural or normal place. (Source: GEMET/KOREN); within the natural range of a species. (Source: CITES),,
6197,cultural heritage,Land and Agriculture,Environmental Governance,,,world heritage,,,,,,,,,,,,"In an environmental context, cultural heritage can be understood as being (1) natural sites with cultural aspects such as cultural landscapee, physical, biological or geological fomations and (2) the intangible cultural heritage of community encompassing traditional knowledges, oral traditions and rituals (drafted: ELC)","The inherited body of beliefs, customs, artistic activity and knowledge that has been transmitted by ancestors. (Source: GEMET/ RHW) /n",,
6230,common heritage of mankind,Marine and Freshwater,Land and Agriculture,Environmental Governance,Environmental Governance,common heritage of humanity,common heritage of humankind,common heritage principle,,,,,,,,,,Common heritage of mankind (...) is a principle of international law which holds that defined territorial areas and elements of humanity's common heritage (cultural and natural) should be held in trust for future generations and be protected from exploitation by individual nation states or corporations. (Source: Wikipedia),,,
6082,natural heritage,Biological diversity,Land and Agriculture,Environmental Governance,Environmental Governance,natural monument,world heritage site,,,,,,,,,,,"Generally, the world's natural resources as handed down to the present generation, and specifically, the earth's outstanding physical, biological and geological formations, and habitats of threatened species of animals and plants and areas with scientific, conservation or aesthetic value. (Source: GEMET/WHC / OED)","Natural features consisting of physical and biological formations or groups of such formations, which are of outstanding universal value from the aesthetic or scientific point of view; geological and physiographical formations and precisely delineated areas which constitute the habitat of threatened species of animals and plants  of outstanding universal value from the point of view of science or conservation; natural sites or precisely delineated natural areas of outstanding universal value from the point of view of science, conservation or natural beauty. (Source: Art. World Heritage Convention)",,
6180,development aid,Land and Agriculture,Environmental Governance,,,development agency,development cooperation,development finance institution,development assistance,foreign aid,international aid,,,,,,,A government-controlled institution that invests in projects with a double bottom-line objective of stimulating development in developing countries and emerging economies with remaining financially viable institution. (Source: UNCCD-ICCD/CIRC(11)/INF3),"The economic assistance or other types of support provided to developing countries to promote or encourage advancement in living standards, institutions, infrastructure, agricultural practices and other aspects of an economy, and to resolve problems typically associated with developing countries. (Source: GEMET/ODE) ",,
6434,disaster,Climate and Atmosphere,Chemicals and Waste,,,accident,emergency,,,,,,,,,,,"The result of a vast ecological breakdown in the relations between man and his environment, a serious and sudden event (or slow, as in drought) on such a scale that the stricken community needs extraordinary efforts to cope with it, often with outside help or international aid. (Source: GEMET/GUNN)",,,
6247,drought,Climate and Atmosphere,Marine and Freshwater,Land and Agriculture,Land and Agriculture,,,,,,,,,,,,,"A naturally occurring phenomenon that exists when precipitation has been significantly below normal recorded levels, causing serious hydrological imbalances that adversely affect land resource production systems (Source: http://www.fao.org/ag/againfo/programmes/en/lead/alive_toolkit/pages/pageB_drought_hazard_def.html)","A period of abnormally dry weather sufficiently prolonged so that the lack of water causes a serious hydrologic imbalance (such as crop damage, water supply shortage) in the affected area. (Source: GEMET/MGH)",,
6168,economy,Land and Agriculture,Environmental Governance,,,economics,socio-economics,,,,,,,,,,,The system of activities and administration through which a society uses its resources to produce wealth. (Source: GOOD),,,
6377,developed country,Environmental Governance,,,,developed economy,,,,,,,,,,,,"A nation possessing a relatively high degree of industrialization, infrastructure and other capital investment, sophisticated technology, widespread literacy and advanced living standards among its populations as a whole. (Source: GEMET)",,,
